"area_fips","area_title","area_descr","msa_state","msa","msa_states","msa_cities"
"C3282","Memphis, TN-MS-AR MSA","Memphis","TN-MS-AR","MSA","MS","Memphis"
"C3282","Memphis, TN-MS-AR MSA","Memphis","TN-MS-AR","MSA","AR","Memphis"
"C3290","Merced, CA MSA","Merced","CA","MSA","CA","Merced"
"C3310","Miami-Fort Lauderdale-West Palm Beach, FL MSA","Miami-Fort Lauderdale-West Palm Beach","FL","MSA","FL","Miami"
"C3310","Miami-Fort Lauderdale-West Palm Beach, FL MSA","Miami-Fort Lauderdale-West Palm Beach","FL","MSA","FL","Fort Lauderdale"
"C3310","Miami-Fort Lauderdale-West Palm Beach, FL MSA","Miami-Fort Lauderdale-West Palm Beach","FL","MSA","FL","West Palm Beach"
"C3314","Michigan City-La Porte, IN MSA","Michigan City-La Porte","IN","MSA","IN","Michigan City"
"C3314","Michigan City-La Porte, IN MSA","Michigan City-La Porte","IN","MSA","IN","La Porte"
"C3322","Midland, MI MSA","Midland","MI","MSA","MI","Midland"
"C3326","Midland, TX MSA","Midland","TX","MSA","TX","Midland"
"C3334","Milwaukee-Waukesha-West Allis, WI MSA","Milwaukee-Waukesha-West Allis","WI","MSA","WI","Milwaukee"
"C3334","Milwaukee-Waukesha-West Allis, WI MSA","Milwaukee-Waukesha-West Allis","WI","MSA","WI","Waukesha"
"C3334","Milwaukee-Waukesha-West Allis, WI MSA","Milwaukee-Waukesha-West Allis","WI","MSA","WI","West Allis"
"C3346","Minneapolis-St. Paul-Bloomington, MN-WI MSA","Minneapolis-St. Paul-Bloomington","MN-WI","MSA","MN","Minneapolis"
"C3346","Minneapolis-St. Paul-Bloomington, MN-WI MSA","Minneapolis-St. Paul-Bloomington","MN-WI","MSA","MN","St. Paul"
"C3346","Minneapolis-St. Paul-Bloomington, MN-WI MSA","Minneapolis-St. Paul-Bloomington","MN-WI","MSA","MN","Bloomington"
"C3346","Minneapolis-St. Paul-Bloomington, MN-WI MSA","Minneapolis-St. Paul-Bloomington","MN-WI","MSA","WI","Minneapolis"
"C3346","Minneapolis-St. Paul-Bloomington, MN-WI MSA","Minneapolis-St. Paul-Bloomington","MN-WI","MSA","WI","St. Paul"
"C3346","Minneapolis-St. Paul-Bloomington, MN-WI MSA","Minneapolis-St. Paul-Bloomington","MN-WI","MSA","WI","Bloomington"
"C3354","Missoula, MT MSA","Missoula","MT","MSA","MT","Missoula"
"C3366","Mobile, AL MSA","Mobile","AL","MSA","AL","Mobile"
"C3370","Modesto, CA MSA","Modesto","CA","MSA","CA","Modesto"
"C3374","Monroe, LA MSA","Monroe","LA","MSA","LA","Monroe"
"C3378","Monroe, MI MSA","Monroe","MI","MSA","MI","Monroe"
"C3386","Montgomery, AL MSA","Montgomery","AL","MSA","AL","Montgomery"
"C3406","Morgantown, WV MSA","Morgantown","WV","MSA","WV","Morgantown"
"C3410","Morristown, TN MSA","Morristown","TN","MSA","TN","Morristown"
"C3458","Mount Vernon-Anacortes, WA MSA","Mount Vernon-Anacortes","WA","MSA","WA","Mount Vernon"
"C3458","Mount Vernon-Anacortes, WA MSA","Mount Vernon-Anacortes","WA","MSA","WA","Anacortes"
"C3462","Muncie, IN MSA","Muncie","IN","MSA","IN","Muncie"
"C3474","Muskegon, MI MSA","Muskegon","MI","MSA","MI","Muskegon"
"C3482","Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA","Myrtle Beach-Conway-North Myrtle Beach","SC-NC","MSA","SC","Myrtle Beach"
"C3482","Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA","Myrtle Beach-Conway-North Myrtle Beach","SC-NC","MSA","SC","Conway"
"C3482","Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA","Myrtle Beach-Conway-North Myrtle Beach","SC-NC","MSA","SC","North Myrtle Beach"
"C3482","Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA","Myrtle Beach-Conway-North Myrtle Beach","SC-NC","MSA","NC","Myrtle Beach"
"C3482","Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA","Myrtle Beach-Conway-North Myrtle Beach","SC-NC","MSA","NC","Conway"
"C3482","Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA","Myrtle Beach-Conway-North Myrtle Beach","SC-NC","MSA","NC","North Myrtle Beach"
"C3490","Napa, CA MSA","Napa","CA","MSA","CA","Napa"
"C3494","Naples-Immokalee-Marco Island, FL MSA","Naples-Immokalee-Marco Island","FL","MSA","FL","Naples"
"C3494","Naples-Immokalee-Marco Island, FL MSA","Naples-Immokalee-Marco Island","FL","MSA","FL","Immokalee"
"C3494","Naples-Immokalee-Marco Island, FL MSA","Naples-Immokalee-Marco Island","FL","MSA","FL","Marco Island"
"C3498","Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville-Davidson--Murfreesboro--Franklin","TN","MSA","TN","Nashville"
"C3498","Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville-Davidson--Murfreesboro--Franklin","TN","MSA","TN","Davidson"
"C3498","Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville-Davidson--Murfreesboro--Franklin","TN","MSA","TN",""
"C3498","Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville-Davidson--Murfreesboro--Franklin","TN","MSA","TN","Murfreesboro"
"C3498","Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville-Davidson--Murfreesboro--Franklin","TN","MSA","TN",""
"C3498","Nashville-Davidson--Murfreesboro--Franklin, TN MSA","Nashville-Davidson--Murfreesboro--Franklin","TN","MSA","TN","Franklin"
"C3510","New Bern, NC MSA","New Bern","NC","MSA","NC","New Bern"
"C3530","New Haven-Milford, CT MSA","New Haven-Milford","CT","MSA","CT","New Haven"
"C3530","New Haven-Milford, CT MSA","New Haven-Milford","CT","MSA","CT","Milford"
"C3538","New Orleans-Metairie, LA MSA","New Orleans-Metairie","LA","MSA","LA","New Orleans"
"C3538","New Orleans-Metairie, LA MSA","New Orleans-Metairie","LA","MSA","LA","Metairie"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","NY","New York"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","NY","Newark"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","NY","Jersey City"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","NJ","New York"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","NJ","Newark"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","NJ","Jersey City"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","PA","New York"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","PA","Newark"
"C3562","New York-Newark-Jersey City, NY-NJ-PA MSA","New York-Newark-Jersey City","NY-NJ-PA","MSA","PA","Jersey City"
"C3566","Niles-Benton Harbor, MI MSA","Niles-Benton Harbor","MI","MSA","MI","Niles"
"C3566","Niles-Benton Harbor, MI MSA","Niles-Benton Harbor","MI","MSA","MI","Benton Harbor"
"C3584","North Port-Sarasota-Bradenton, FL MSA","North Port-Sarasota-Bradenton","FL","MSA","FL","North Port"
"C3584","North Port-Sarasota-Bradenton, FL MSA","North Port-Sarasota-Bradenton","FL","MSA","FL","Sarasota"
"C3584","North Port-Sarasota-Bradenton, FL MSA","North Port-Sarasota-Bradenton","FL","MSA","FL","Bradenton"
"C3598","Norwich-New London, CT MSA","Norwich-New London","CT","MSA","CT","Norwich"
"C3598","Norwich-New London, CT MSA","Norwich-New London","CT","MSA","CT","New London"
"C3610","Ocala, FL MSA","Ocala","FL","MSA","FL","Ocala"
"C3614","Ocean City, NJ MSA","Ocean City","NJ","MSA","NJ","Ocean City"
"C3622","Odessa, TX MSA","Odessa","TX","MSA","TX","Odessa"
"C3626","Ogden-Clearfield, UT MSA","Ogden-Clearfield","UT","MSA","UT","Ogden"
"C3626","Ogden-Clearfield, UT MSA","Ogden-Clearfield","UT","MSA","UT","Clearfield"
"C3642","Oklahoma City, OK MSA","Oklahoma City","OK","MSA","OK","Oklahoma City"
"C3650","Olympia-Tumwater, WA MSA","Olympia-Tumwater","WA","MSA","WA","Olympia"
"C3650","Olympia-Tumwater, WA MSA","Olympia-Tumwater","WA","MSA","WA","Tumwater"
"C3654","Omaha-Council Bluffs, NE-IA MSA","Omaha-Council Bluffs","NE-IA","MSA","NE","Omaha"
"C3654","Omaha-Council Bluffs, NE-IA MSA","Omaha-Council Bluffs","NE-IA","MSA","NE","Council Bluffs"
"C3654","Omaha-Council Bluffs, NE-IA MSA","Omaha-Council Bluffs","NE-IA","MSA","IA","Omaha"
"C3654","Omaha-Council Bluffs, NE-IA MSA","Omaha-Council Bluffs","NE-IA","MSA","IA","Council Bluffs"
"C3674","Orlando-Kissimmee-Sanford, FL MSA","Orlando-Kissimmee-Sanford","FL","MSA","FL","Orlando"
"C3674","Orlando-Kissimmee-Sanford, FL MSA","Orlando-Kissimmee-Sanford","FL","MSA","FL","Kissimmee"
"C3674","Orlando-Kissimmee-Sanford, FL MSA","Orlando-Kissimmee-Sanford","FL","MSA","FL","Sanford"
"C3678","Oshkosh-Neenah, WI MSA","Oshkosh-Neenah","WI","MSA","WI","Oshkosh"
"C3678","Oshkosh-Neenah, WI MSA","Oshkosh-Neenah","WI","MSA","WI","Neenah"
"C3698","Owensboro, KY MSA","Owensboro","KY","MSA","KY","Owensboro"
"C3710","Oxnard-Thousand Oaks-Ventura, CA MSA","Oxnard-Thousand Oaks-Ventura","CA","MSA","CA","Oxnard"
"C3710","Oxnard-Thousand Oaks-Ventura, CA MSA","Oxnard-Thousand Oaks-Ventura","CA","MSA","CA","Thousand Oaks"
"C3710","Oxnard-Thousand Oaks-Ventura, CA MSA","Oxnard-Thousand Oaks-Ventura","CA","MSA","CA","Ventura"
"C3734","Palm Bay-Melbourne-Titusville, FL MSA","Palm Bay-Melbourne-Titusville","FL","MSA","FL","Palm Bay"
"C3734","Palm Bay-Melbourne-Titusville, FL MSA","Palm Bay-Melbourne-Titusville","FL","MSA","FL","Melbourne"
"C3734","Palm Bay-Melbourne-Titusville, FL MSA","Palm Bay-Melbourne-Titusville","FL","MSA","FL","Titusville"
"C3746","Panama City, FL MSA","Panama City","FL","MSA","FL","Panama City"
"C3762","Parkersburg-Vienna, WV MSA","Parkersburg-Vienna","WV","MSA","WV","Parkersburg"
"C3762","Parkersburg-Vienna, WV MSA","Parkersburg-Vienna","WV","MSA","WV","Vienna"
"C3770","Pascagoula, MS MSA","Pascagoula","MS","MSA","MS","Pascagoula"
"C3786","Pensacola-Ferry Pass-Brent, FL MSA","Pensacola-Ferry Pass-Brent","FL","MSA","FL","Pensacola"
"C3786","Pensacola-Ferry Pass-Brent, FL MSA","Pensacola-Ferry Pass-Brent","FL","MSA","FL","Ferry Pass"
"C3786","Pensacola-Ferry Pass-Brent, FL MSA","Pensacola-Ferry Pass-Brent","FL","MSA","FL","Brent"
"C3790","Peoria, IL MSA","Peoria","IL","MSA","IL","Peoria"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","PA","Philadelphia"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","PA","Camden"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","PA","Wilmington"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","NJ","Philadelphia"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","NJ","Camden"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","NJ","Wilmington"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","DE","Philadelphia"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","DE","Camden"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","DE","Wilmington"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","MD","Philadelphia"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","MD","Camden"
"C3798","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA","Philadelphia-Camden-Wilmington","PA-NJ-DE-MD","MSA","MD","Wilmington"
"C3806","Phoenix-Mesa-Scottsdale, AZ MSA","Phoenix-Mesa-Scottsdale","AZ","MSA","AZ","Phoenix"
"C3806","Phoenix-Mesa-Scottsdale, AZ MSA","Phoenix-Mesa-Scottsdale","AZ","MSA","AZ","Mesa"
"C3806","Phoenix-Mesa-Scottsdale, AZ MSA","Phoenix-Mesa-Scottsdale","AZ","MSA","AZ","Scottsdale"
"C3822","Pine Bluff, AR MSA","Pine Bluff","AR","MSA","AR","Pine Bluff"
"C3830","Pittsburgh, PA MSA","Pittsburgh","PA","MSA","PA","Pittsburgh"
"C3834","Pittsfield, MA MSA","Pittsfield","MA","MSA","MA","Pittsfield"
"C3854","Pocatello, ID MSA","Pocatello","ID","MSA","ID","Pocatello"
"C3866","Ponce, PR MSA","Ponce","PR","MSA","PR","Ponce"
"C3886","Portland-South Portland, ME MSA","Portland-South Portland","ME","MSA","ME","Portland"
"C3886","Portland-South Portland, ME MSA","Portland-South Portland","ME","MSA","ME","South Portland"
"C3890","Portland-Vancouver-Hillsboro, OR-WA MSA","Portland-Vancouver-Hillsboro","OR-WA","MSA","OR","Portland"
"C3890","Portland-Vancouver-Hillsboro, OR-WA MSA","Portland-Vancouver-Hillsboro","OR-WA","MSA","OR","Vancouver"
"C3890","Portland-Vancouver-Hillsboro, OR-WA MSA","Portland-Vancouver-Hillsboro","OR-WA","MSA","OR","Hillsboro"
"C3890","Portland-Vancouver-Hillsboro, OR-WA MSA","Portland-Vancouver-Hillsboro","OR-WA","MSA","WA","Portland"
"C3890","Portland-Vancouver-Hillsboro, OR-WA MSA","Portland-Vancouver-Hillsboro","OR-WA","MSA","WA","Vancouver"
"C3890","Portland-Vancouver-Hillsboro, OR-WA MSA","Portland-Vancouver-Hillsboro","OR-WA","MSA","WA","Hillsboro"
"C3894","Port St. Lucie, FL MSA","Port St. Lucie","FL","MSA","FL","Port St. Lucie"
"C3910","Poughkeepsie-Newburgh-Middletown, NY MSA","Poughkeepsie-Newburgh-Middletown","NY","MSA","NY","Poughkeepsie"
"C3910","Poughkeepsie-Newburgh-Middletown, NY MSA","Poughkeepsie-Newburgh-Middletown","NY","MSA","NY","Newburgh"
"C3910","Poughkeepsie-Newburgh-Middletown, NY MSA","Poughkeepsie-Newburgh-Middletown","NY","MSA","NY","Middletown"
"C3914","Prescott, AZ MSA","Prescott","AZ","MSA","AZ","Prescott"
"C3930","Providence-Warwick, RI-MA MSA","Providence-Warwick","RI-MA","MSA","RI","Providence"
"C3930","Providence-Warwick, RI-MA MSA","Providence-Warwick","RI-MA","MSA","RI","Warwick"
"C3930","Providence-Warwick, RI-MA MSA","Providence-Warwick","RI-MA","MSA","MA","Providence"
"C3930","Providence-Warwick, RI-MA MSA","Providence-Warwick","RI-MA","MSA","MA","Warwick"
"C3934","Provo-Orem, UT MSA","Provo-Orem","UT","MSA","UT","Provo"
"C3934","Provo-Orem, UT MSA","Provo-Orem","UT","MSA","UT","Orem"
"C3938","Pueblo, CO MSA","Pueblo","CO","MSA","CO","Pueblo"
"C3946","Punta Gorda, FL MSA","Punta Gorda","FL","MSA","FL","Punta Gorda"
"C3954","Racine, WI MSA","Racine","WI","MSA","WI","Racine"
"C3958","Raleigh, NC MSA","Raleigh","NC","MSA","NC","Raleigh"
"C3966","Rapid City, SD MSA","Rapid City","SD","MSA","SD","Rapid City"
"C3974","Reading, PA MSA","Reading","PA","MSA","PA","Reading"
"C3982","Redding, CA MSA","Redding","CA","MSA","CA","Redding"
"C3990","Reno, NV MSA","Reno","NV","MSA","NV","Reno"
"C4006","Richmond, VA MSA","Richmond","VA","MSA","VA","Richmond"
"C4014","Riverside-San Bernardino-Ontario, CA MSA","Riverside-San Bernardino-Ontario","CA","MSA","CA","Riverside"
"C4014","Riverside-San Bernardino-Ontario, CA MSA","Riverside-San Bernardino-Ontario","CA","MSA","CA","San Bernardino"
"C4014","Riverside-San Bernardino-Ontario, CA MSA","Riverside-San Bernardino-Ontario","CA","MSA","CA","Ontario"
"C4022","Roanoke, VA MSA","Roanoke","VA","MSA","VA","Roanoke"
"C4034","Rochester, MN MSA","Rochester","MN","MSA","MN","Rochester"
"C4038","Rochester, NY MSA","Rochester","NY","MSA","NY","Rochester"
"C4042","Rockford, IL MSA","Rockford","IL","MSA","IL","Rockford"
"C4058","Rocky Mount, NC MSA","Rocky Mount","NC","MSA","NC","Rocky Mount"
"C4066","Rome, GA MSA","Rome","GA","MSA","GA","Rome"
"C4090","Sacramento--Roseville--Arden-Arcade, CA MSA","Sacramento--Roseville--Arden-Arcade","CA","MSA","CA","Sacramento"
"C4090","Sacramento--Roseville--Arden-Arcade, CA MSA","Sacramento--Roseville--Arden-Arcade","CA","MSA","CA",""
"C4090","Sacramento--Roseville--Arden-Arcade, CA MSA","Sacramento--Roseville--Arden-Arcade","CA","MSA","CA","Roseville"
"C4090","Sacramento--Roseville--Arden-Arcade, CA MSA","Sacramento--Roseville--Arden-Arcade","CA","MSA","CA",""
"C4090","Sacramento--Roseville--Arden-Arcade, CA MSA","Sacramento--Roseville--Arden-Arcade","CA","MSA","CA","Arden"
"C4090","Sacramento--Roseville--Arden-Arcade, CA MSA","Sacramento--Roseville--Arden-Arcade","CA","MSA","CA","Arcade"
"C4098","Saginaw, MI MSA","Saginaw","MI","MSA","MI","Saginaw"
"C4106","St. Cloud, MN MSA","St. Cloud","MN","MSA","MN","St. Cloud"
"C4110","St. George, UT MSA","St. George","UT","MSA","UT","St. George"
"C4114","St. Joseph, MO-KS MSA","St. Joseph","MO-KS","MSA","MO","St. Joseph"
"C4114","St. Joseph, MO-KS MSA","St. Joseph","MO-KS","MSA","KS","St. Joseph"
"C4118","St. Louis, MO-IL MSA","St. Louis","MO-IL","MSA","MO","St. Louis"
"C4118","St. Louis, MO-IL MSA","St. Louis","MO-IL","MSA","IL","St. Louis"
"C4142","Salem, OR MSA","Salem","OR","MSA","OR","Salem"
"C4150","Salinas, CA MSA","Salinas","CA","MSA","CA","Salinas"
"C4154","Salisbury, MD-DE MSA","Salisbury","MD-DE","MSA","MD","Salisbury"
"C4154","Salisbury, MD-DE MSA","Salisbury","MD-DE","MSA","DE","Salisbury"
"C4162","Salt Lake City, UT MSA","Salt Lake City","UT","MSA","UT","Salt Lake City"
"C4166","San Angelo, TX MSA","San Angelo","TX","MSA","TX","San Angelo"
"C4170","San Antonio-New Braunfels, TX MSA","San Antonio-New Braunfels","TX","MSA","TX","San Antonio"
"C4170","San Antonio-New Braunfels, TX MSA","San Antonio-New Braunfels","TX","MSA","TX","New Braunfels"
"C4174","San Diego-Carlsbad, CA MSA","San Diego-Carlsbad","CA","MSA","CA","San Diego"
"C4174","San Diego-Carlsbad, CA MSA","San Diego-Carlsbad","CA","MSA","CA","Carlsbad"
"C4186","San Francisco-Oakland-Hayward, CA MSA","San Francisco-Oakland-Hayward","CA","MSA","CA","San Francisco"
"C4186","San Francisco-Oakland-Hayward, CA MSA","San Francisco-Oakland-Hayward","CA","MSA","CA","Oakland"
